2024-01-24 13:32:20,Test Message: Connecting to 192.168.18.14. The client ip is 192.168.18.18
2024-01-24 13:32:22,This time the frequency is 1 per point. Data will be collected in 300 secs
2024-01-24 13:32:22,01
2024-01-24 13:32:23,00
2024-01-24 13:32:24,00
2024-01-24 13:32:25,00
2024-01-24 13:32:27,00
2024-01-24 13:32:27,00
2024-01-24 13:32:28,01
2024-01-24 13:32:29,00
2024-01-24 13:32:31,00
2024-01-24 13:32:31,00
2024-01-24 13:32:32,00
2024-01-24 13:32:33,11
2024-01-24 13:32:34,IN
2024-01-24 13:32:34,10
2024-01-24 13:32:36,00
2024-01-24 13:32:36,00
2024-01-24 13:32:37,01
2024-01-24 13:32:39,00
2024-01-24 13:32:40,00
2024-01-24 13:32:40,00
2024-01-24 13:32:41,00
2024-01-24 13:32:43,00
2024-01-24 13:32:44,00
2024-01-24 13:32:44,00
2024-01-24 13:32:45,00
2024-01-24 13:32:46,00
2024-01-24 13:32:48,01
2024-01-24 13:32:48,00
2024-01-24 13:32:49,00
2024-01-24 13:32:50,00
2024-01-24 13:32:52,00
2024-01-24 13:32:53,00
2024-01-24 13:32:53,00
2024-01-24 13:32:54,01
2024-01-24 13:32:55,00
2024-01-24 13:32:57,00
2024-01-24 13:32:58,00
2024-01-24 13:32:58,00
2024-01-24 13:32:59,01
2024-01-24 13:33:01,00
2024-01-24 13:33:01,IN
2024-01-24 13:33:01,10
2024-01-24 13:33:02,11
2024-01-24 13:33:03,OUT
2024-01-24 13:33:03,00
2024-01-24 13:33:04,00
2024-01-24 13:33:06,00
2024-01-24 13:33:06,00
2024-01-24 13:33:07,01
2024-01-24 13:33:09,00
2024-01-24 13:33:09,00
2024-01-24 13:33:11,00
2024-01-24 13:33:11,00
2024-01-24 13:33:13,00
2024-01-24 13:33:13,00
2024-01-24 13:33:15,00
2024-01-24 13:33:15,00
2024-01-24 13:33:16,00
2024-01-24 13:33:18,00
2024-01-24 13:33:19,01
2024-01-24 13:33:19,00
2024-01-24 13:33:20,IN
2024-01-24 13:33:20,10
2024-01-24 13:33:22,00
2024-01-24 13:33:23,00
2024-01-24 13:33:24,00
2024-01-24 13:33:24,00
2024-01-24 13:33:26,01
2024-01-24 13:33:26,00
2024-01-24 13:33:28,00
2024-01-24 13:33:29,00
2024-01-24 13:33:30,00
2024-01-24 13:33:31,01
2024-01-24 13:33:32,00
2024-01-24 13:33:33,00
2024-01-24 13:33:33,00
2024-01-24 13:33:35,00
2024-01-24 13:33:36,00
2024-01-24 13:33:37,00
2024-01-24 13:33:37,00
2024-01-24 13:33:39,00
2024-01-24 13:33:40,00
2024-01-24 13:33:41,00
2024-01-24 13:33:42,00
2024-01-24 13:33:43,00
2024-01-24 13:33:44,00
2024-01-24 13:33:44,00
2024-01-24 13:33:46,01
2024-01-24 13:33:46,00
2024-01-24 13:33:48,00
2024-01-24 13:33:49,00
2024-01-24 13:33:50,00
2024-01-24 13:33:51,00
2024-01-24 13:33:52,00
2024-01-24 13:33:52,00
2024-01-24 13:33:54,00
2024-01-24 13:33:54,00
2024-01-24 13:33:56,01
2024-01-24 13:33:57,00
2024-01-24 13:33:58,00
2024-01-24 13:33:59,00
2024-01-24 13:34:00,00
2024-01-24 13:34:01,00
2024-01-24 13:34:02,00
2024-01-24 13:34:03,00
2024-01-24 13:34:04,00
2024-01-24 13:34:05,00
2024-01-24 13:34:06,00
2024-01-24 13:34:07,00
2024-01-24 13:34:08,00
2024-01-24 13:34:09,00
2024-01-24 13:34:10,00
2024-01-24 13:34:11,01
2024-01-24 13:34:12,00
2024-01-24 13:34:13,00
2024-01-24 13:34:14,00
2024-01-24 13:34:15,00
2024-01-24 13:34:16,00
2024-01-24 13:34:17,00
2024-01-24 13:34:18,00
2024-01-24 13:34:19,11
2024-01-24 13:34:19,OUT
2024-01-24 13:34:20,00
2024-01-24 13:34:21,00
2024-01-24 13:34:22,00
2024-01-24 13:34:23,00
2024-01-24 13:34:24,00
2024-01-24 13:34:25,01
2024-01-24 13:34:26,00
2024-01-24 13:34:27,00
2024-01-24 13:34:28,00
2024-01-24 13:34:29,00
2024-01-24 13:34:30,00
2024-01-24 13:34:31,00
2024-01-24 13:34:32,00
2024-01-24 13:34:33,00
2024-01-24 13:34:34,00
2024-01-24 13:34:35,00
2024-01-24 13:34:36,01
2024-01-24 13:34:37,00
2024-01-24 13:34:38,00
2024-01-24 13:34:39,00
2024-01-24 13:34:40,00
2024-01-24 13:34:41,00
2024-01-24 13:34:42,00
2024-01-24 13:34:43,00
2024-01-24 13:34:44,00
2024-01-24 13:34:45,00
2024-01-24 13:34:46,00
2024-01-24 13:34:47,00
2024-01-24 13:34:48,00
2024-01-24 13:34:49,01
2024-01-24 13:34:50,00
2024-01-24 13:34:51,00
2024-01-24 13:34:52,00
2024-01-24 13:34:53,00
2024-01-24 13:34:54,00
2024-01-24 13:34:55,01
2024-01-24 13:34:56,00
2024-01-24 13:34:57,00
2024-01-24 13:34:58,00
2024-01-24 13:34:59,00
2024-01-24 13:35:00,00
