2024-01-25 16:31:05,Test Message: Connecting to 192.168.18.14. The client ip is 192.168.18.18
2024-01-25 16:31:06,This time the frequency is 3 per point. Data will be collected in 300 secs
2024-01-25 16:31:07,00
2024-01-25 16:31:10,00
2024-01-25 16:31:13,00
2024-01-25 16:31:16,00
2024-01-25 16:31:19,00
2024-01-25 16:31:22,00
2024-01-25 16:31:23,IN
2024-01-25 16:31:25,00
2024-01-25 16:31:28,10
2024-01-25 16:31:31,00
2024-01-25 16:31:34,00
2024-01-25 16:31:37,00
2024-01-25 16:31:40,00
2024-01-25 16:31:43,00
2024-01-25 16:31:46,00
2024-01-25 16:31:49,00
2024-01-25 16:31:52,OUT
2024-01-25 16:31:52,10
2024-01-25 16:31:55,00
2024-01-25 16:31:59,00
2024-01-25 16:32:01,00
2024-01-25 16:32:04,00
2024-01-25 16:32:07,00
2024-01-25 16:32:10,00
2024-01-25 16:32:14,00
2024-01-25 16:32:17,00
2024-01-25 16:32:20,10
2024-01-25 16:32:20,IN
2024-01-25 16:32:23,01
2024-01-25 16:32:26,00
2024-01-25 16:32:29,00
2024-01-25 16:32:32,00
2024-01-25 16:32:35,00
2024-01-25 16:32:38,00
2024-01-25 16:32:41,00
2024-01-25 16:32:44,00
2024-01-25 16:32:47,01
2024-01-25 16:32:47,OUT
2024-01-25 16:32:50,00
2024-01-25 16:32:53,00
2024-01-25 16:32:56,00
2024-01-25 16:32:59,00
2024-01-25 16:33:02,00
2024-01-25 16:33:05,00
2024-01-25 16:33:08,00
2024-01-25 16:33:11,00
2024-01-25 16:33:14,00
2024-01-25 16:33:14,IN
2024-01-25 16:33:17,01
2024-01-25 16:33:20,00
2024-01-25 16:33:23,00
2024-01-25 16:33:26,00
2024-01-25 16:33:29,00
2024-01-25 16:33:32,00
2024-01-25 16:33:35,00
2024-01-25 16:33:38,00
2024-01-25 16:33:41,00
2024-01-25 16:33:44,00
2024-01-25 16:33:47,00
2024-01-25 16:33:50,00
2024-01-25 16:33:53,00
2024-01-25 16:33:56,00
2024-01-25 16:33:59,00
2024-01-25 16:34:02,11
2024-01-25 16:34:02,OUT
2024-01-25 16:34:05,00
2024-01-25 16:34:08,00
2024-01-25 16:34:11,00
2024-01-25 16:34:14,00
2024-01-25 16:34:17,00
2024-01-25 16:34:20,00
2024-01-25 16:34:23,00
2024-01-25 16:34:26,00
2024-01-25 16:34:29,00
2024-01-25 16:34:32,00
2024-01-25 16:34:35,00
2024-01-25 16:34:38,01
2024-01-25 16:34:41,00
2024-01-25 16:34:44,00
2024-01-25 16:34:46,IN
2024-01-25 16:34:47,10
2024-01-25 16:34:50,00
2024-01-25 16:34:53,00
2024-01-25 16:34:56,00
2024-01-25 16:34:59,00
2024-01-25 16:35:02,00
2024-01-25 16:35:05,00
2024-01-25 16:35:08,00
2024-01-25 16:35:11,11
2024-01-25 16:35:12,OUT
2024-01-25 16:35:14,00
2024-01-25 16:35:17,00
2024-01-25 16:35:20,00
2024-01-25 16:35:23,00
2024-01-25 16:35:25,IN
2024-01-25 16:35:26,10
2024-01-25 16:35:29,01
2024-01-25 16:35:32,00
2024-01-25 16:35:35,00
2024-01-25 16:35:38,00
2024-01-25 16:35:41,00
2024-01-25 16:35:44,00
2024-01-25 16:35:47,00
2024-01-25 16:35:48,OUT
2024-01-25 16:35:50,00
2024-01-25 16:35:53,00
2024-01-25 16:35:56,00
2024-01-25 16:35:59,00
2024-01-25 16:36:02,00
2024-01-25 16:36:05,00
