2024-01-24 13:24:04,Test Message: Connecting to 192.168.18.14. The client ip is 192.168.18.18
2024-01-24 13:24:05,This time the frequency is 1 per point. Data will be collected in 300 secs
2024-01-24 13:24:06,00
2024-01-24 13:24:07,00
2024-01-24 13:24:08,00
2024-01-24 13:24:09,01
2024-01-24 13:24:10,00
2024-01-24 13:24:11,00
2024-01-24 13:24:12,00
2024-01-24 13:24:13,00
2024-01-24 13:24:14,00
2024-01-24 13:24:15,00
2024-01-24 13:24:16,00
2024-01-24 13:24:17,00
2024-01-24 13:24:18,01
2024-01-24 13:24:19,00
2024-01-24 13:24:20,10
2024-01-24 13:24:21,00
2024-01-24 13:24:22,01
2024-01-24 13:24:23,00
2024-01-24 13:24:24,00
2024-01-24 13:24:25,IN
2024-01-24 13:24:25,10
2024-01-24 13:24:26,01
2024-01-24 13:24:27,00
2024-01-24 13:24:28,00
2024-01-24 13:24:29,00
2024-01-24 13:24:30,00
2024-01-24 13:24:31,00
2024-01-24 13:24:32,00
2024-01-24 13:24:33,00
2024-01-24 13:24:34,00
2024-01-24 13:24:35,00
2024-01-24 13:24:36,00
2024-01-24 13:24:37,01
2024-01-24 13:24:38,00
2024-01-24 13:24:39,00
2024-01-24 13:24:40,00
2024-01-24 13:24:41,00
2024-01-24 13:24:42,01
2024-01-24 13:24:43,00
2024-01-24 13:24:44,00
2024-01-24 13:24:45,00
2024-01-24 13:24:46,11
2024-01-24 13:24:46,OUT
2024-01-24 13:24:47,00
2024-01-24 13:24:48,00
2024-01-24 13:24:49,01
2024-01-24 13:24:50,01
2024-01-24 13:24:51,00
2024-01-24 13:24:52,00
2024-01-24 13:24:53,00
2024-01-24 13:24:54,01
2024-01-24 13:24:55,00
2024-01-24 13:24:56,00
2024-01-24 13:24:57,00
2024-01-24 13:24:58,00
2024-01-24 13:24:59,00
2024-01-24 13:25:00,01
2024-01-24 13:25:01,00
2024-01-24 13:25:02,00
2024-01-24 13:25:03,10
2024-01-24 13:25:04,11
2024-01-24 13:25:04,IN
2024-01-24 13:25:05,00
2024-01-24 13:25:06,00
2024-01-24 13:25:07,00
2024-01-24 13:25:08,01
2024-01-24 13:25:09,00
2024-01-24 13:25:10,00
2024-01-24 13:25:11,00
